sentence	ambig_status	disambiguation_1	disambiguation_2
The company has been led by several women in the past.	0		
The new law is very controversial.	0		
He is a charming man.	0	He is a charming man.	He is a charming man.
She's always late because she doesn't know how to tell time.	0		
The study will be completed in a few weeks.	0		
He could not explain it.	0		
I'm doing a study on the relationship between diet and heart disease.	0		
I would not be able to survive in a world without music.	0		
The role an actor is best known for will often determine his or her career.	0		
She wanted to go for a run.	0		
He startled me.	0	He startled me.	He startled me.
Under the new law, some employers may not have to provide health insurance for their employees.	0		
The problem cannot be solved if we work together.	1	If we work together, then the problem cannot be solved.	The problem cannot be solved even if we work together.
The park is a great place to take a walk.	0		
It is not uncommon for a person to change their mind after hearing only one side of an argument.	0		
I'm interested in money.	1	I'm interested in money as a subject.	I'm interested in making money.
He had never seen the sun before.	0	He had never seen the sun before.	He had never seen the sun before.
You shouldn't change your mind.	0	You shouldn't change your mind.	You shouldn't change your mind.
The percentage of obese people in the world has increased.	0		
It's pouring.	0		
I am going to be so tired tomorrow.	0		
The findings will be critical of the program.	0		
I am failing the class, but I have learned a lot.	0		
I am an only child.	0		
He had a sharp wit and was always quick to make a joke.	0		
They will be forced to leave the country.	0	They will be forced to leave the country.	They will be forced to leave the country.
Poverty still exists.	0		
The novel was a huge success.	0		
I slept with an extra blanket last night because it was so cold.	0		
The demand for goods and services will increase.	0		
The price of gasoline is now higher than it was a few months ago.	0		
People who read for pleasure have a higher IQ.	0	People who read for pleasure have a higher IQ.	People who read for pleasure have a higher IQ.
They're being too careful with their money.	0		
It was a very hard thing to do.	0		
The jury may still find the defendant not guilty.	0		
The most effective way to deal with the problem is unknown.	1	The most effective way to deal with the problem is not known for certain.	The most effective way to deal with the problem is not one of the known candidates.
The United Nations is responsible for human rights abuses.	1	The United Nations is at fault for human rights abuses.	The United Nations is at fault for human rights abuses.
He was always rather too fond of himself.	0		
The government is not perfect.	0	The government is not perfect.	The government is not perfect.
I didn't realize that the city was so close to the park.	0		
The cake was already in the oven.	0		
She wanted to go to bed.	0		
An upside to living in the city is that there is a lot of pollution.	0		
We cannot develop strategies for more effectively communicating with them.	0		
The novel has been criticized for its lack of insight into the human condition.	0		
I can't afford a new car.	0		
The novel was a bestseller.	0		
They're never going to change.	0		
He is the best on the team.	0	He is the best on the team.	He is the best on the team.
He wants to coach the lowest-ranked team in the league.	1	He wants to coach whichever team is lowest-ranked in the league.	He wants to coach a team that happens to be lowest-ranked in the league.
I think that you should have to do that.	0		
He is one of the most brilliant minds of all time.	0		
The novel is not only a great work of literature, but also a political statement.	0		
The CEO still receives a large salary.	0		
I'm ready to make a decision.	0	I'm ready to make a decision.	I'm ready to make a decision.
I can't believe it happened.	0		
The high temperature for today will be ninety degrees.	0		
He's telling the truth.	0	He's telling the truth.	He's telling the truth.
Everyone says that Mary is very beautiful.	0		
You will not be able to succeed if you do not have the right connections.	0		
I think you should go.	0		
I am happy to be here.	0		
A teacher's job is to evaluate students.	0		
Some have found the novel's violence to be excessive.	0		
The old laptop is out of date.	0		
He was very happy.	1	He was a very happy person.	He was very happy at the party.
The danger of nuclear war is over.	0		
We will be discontinuing our current product line next quarter.	0		
I'm bored to death.	0		
Some days, he walks to work.	1	Some days, he walks to work, and some days he does not.	There are some days that he walks to work.
It's hard to know.	0	It's hard to know.	It's hard to know.
I need to buy some milk.	0		
The answer to the question of what is art is not simple.	1	There is one answer the question of what is art, but it is not simple.	It is not simple to answer the question of what is art.
The more you know, the more you will be able to learn.	0		
A little over half of the participants in the study reported that they had not been the victim of discrimination.	0		
I am not leaving for my doctor's appointment in ten minutes.	0		
John and Anna are not a couple.	0	John and Anna are not a couple.	John and Anna are not a couple.
The mother was happy.	1	The mother was satisfied.	The mother was joyful.
People who sleep for less than seven hours a night have a shorter life expectancy.	0		
There are many different ways to succeed.	0		
The work of the WHO has saved the lives of millions of people.	0		
Relatives who are visiting can be boring.	0	Relatives who are visiting can be boring.	Relatives who are visiting can be boring.
I usually don't see movies that I think are going to be bad.	0		
The average home price in the area has increased by 10 percent.	0		
The fire did not break out in the north wing of the palace.	0		
The poem is about a person's love for their partner.	0		
The poet often wrote about the human condition.	0		
Getting along with each other is important.	0		
If the current rate of deforestation continues, the rainforest will be completely gone in 100 years.	0		
She looked at the clothes on the bed, then in the mirror.	0		
We will have to leave early if we don't want to get there after dark.	1	We will have to leave early if we want to get there before dark.	We will have to leave early if we want to get there before dark or not get there at all.
Some nights, the baby is fed milk.	1	At least some nights, the baby is fed milk.	Some nights, the baby is fed milk, but not all nights.
Most people will never become millionaires.	0		
The study was conducted to see if different data collection methods produce different results.	1	The study was conducted to see if different data collection methods produce different results from each other.	The study was conducted to see if different data collection methods produce different results from the original study.
Ms. Smith is a third grade teacher.	0		
I'm sorry, but I can't help you with that.	0		
In some respects, this novel is a success.	0		
He was able to get the job done by himself.	0	He was able to get the job done by himself.	He was able to get the job done by himself.
If I had enough money, I would buy a new car.	0	If I had enough money, I would buy a new car.	If I had enough money, I would buy a new car.
One of the main purposes of education is to prepare students for the real world.	1	One of the main purposes of education is to prepare students for the real world of work.	One of the main purposes of education is to prepare students for the entire world.
They brought umbrellas in case it rained.	0		
I am my parents' biggest supporter.	0		
I had never seen such beautiful flowers.	0		
The baker added sugar to the bowl.	0		
The company should not relocate to a cheaper office.	0		
The peasants are revolting.	1	The peasants are a revolting people.	The peasants are staging a revolt.
The novel is about a young girl's loss of innocence.	0		
The only way to get a reservation is to call ahead.	0		
The rock was heated to a temperature of 1,000 degrees Fahrenheit.	1	The rock was heated, at some point, to a temperature of 1,000 degrees Fahrenheit.	The rock was heated to a final temperature of 1,000 degrees Fahrenheit.
I have to pick up my kids from school at 3:00.	0		
People are often judged by their appearances.	0	People are often judged by their appearances.	People are often judged by their appearances.
There is no hope for the future.	0	There is no hope for the future.	There is no hope for the future.
The patient is not progressing as quickly as hoped.	0	The patient is not progressing as quickly as hoped.	The patient is not progressing as quickly as hoped.
In general, people tend to dislike those who are different from them.	0		
He will be eligible for parole in five years.	0		
The purpose of this paper is to explore the relationship between economic growth and poverty.	0		
He was sure that he had not seen the other car coming.	0		
The company has not yet determined how many jobs will be created.	0		
The results of the study are due to chance.	0	The results of the study are due to chance.	The results of the study are due to chance.
I made a cake.	0		
The situation needs to be corrected.	0		
I don't think that he likes me.	0		
Knowing how to swim is a lifesaving skill.	0		
The cake was so dry, it was inedible.	1	The cake was so dry, it was not suitable for eating.	The cake was so dry, it was not safe to eat.
It is possible that the graph is missing some vertices.	0	It is possible that the graph is missing some vertices.	It is possible that the graph is missing some vertices.
The two were always fighting, and could never stand to be in the same room together.	0		
You're going to have to be the one to tell her.	0		
The meeting tomorrow will be canceled.	0	The meeting tomorrow will be canceled.	The meeting tomorrow will be canceled.
The PTA decided that they would not allow the school board to fundraise during the school year.	0		
The river was swollen from the melting snow and the current was very swift.	0	The river was swollen from the melting snow and the current was very swift.	The river was swollen from the melting snow and the current was very swift.
The wind is invisible.	0		
The use of social media is associated with a decrease in empathy.	0	The use of social media is associated with a decrease in empathy.	The use of social media is associated with a decrease in empathy.
The company produces a quarterly report.	0	The company produces a quarterly report.	The company produces a quarterly report.
The Board of Education is constantly exploring new ways to improve the education system.	0		
In the past year, customer satisfaction has improved greatly.	0		
You need your driver's license.	0	You need your driver's license.	You need your driver's license.
The need for renewable energy sources will increase.	0	The need for renewable energy sources will increase.	The need for renewable energy sources will increase.
The House of Representatives is not expected to vote on the bill.	0	The House of Representatives is not expected to vote on the bill.	The House of Representatives is not expected to vote on the bill.
The company is in debt.	0		
I'm looking for a book on world history.	0		
I think the restaurant is dirty.	0	I think the restaurant is dirty.	I think the restaurant is dirty.
Her experience is important.	0		
The best thing to do is to wait and see.	0		
I can't stand people who are always early.	0		
The contract will automatically terminate if the buyer fails to make a payment.	0		
It's possible to predict the future.	0		
Some people are not happy living in small towns.	0	Some people are not happy living in small towns.	Some people are not happy living in small towns.
The room was filled with furniture.	0		
This kind of treatment is not acceptable.	0		
No one knew the answer to the question.	0		
In the second half of the movie, the protagonist is trying to figure out what is going on.	0	In the second half of the movie, the protagonist is trying to figure out what is going on.	In the second half of the movie, the protagonist is trying to figure out what is going on.
The study found that people who were physically active were more likely to have a positive outlook on life.	1	The study found that the subset of people who were physically active were also more likely to have a positive outlook on life.	The study found that being physically active caused people to be more likely to have a positive outlook on life.
I was looking for my keys and then I realized they were in my hand.	0		
The old law will cease to be in effect on January 1st.	0	The old law will cease to be in effect on January 1st.	The old law will cease to be in effect on January 1st.
The teacher is responsible for the students' learning.	0		
The theory of plate tectonics holds that the Earth's outer shell is divided into several small, thin plates.	0		
It's hard to tell if it's raining or not.	0		
It's not my concern.	0	It's not my concern.	It's not my concern.
He was a greedy person.	0		
Other countries spend less money on defense than the United States.	1	Each other country spends less money on defense than the United States.	Other countries collectively spend less money on defense than the United States.
I have the best job in the world.	0	I have the best job in the world.	I have the best job in the world.
You will take the airport shuttle.	0		
Reducing employee stress and improving work-life balance are benefits of teleworking from home.	0		
I wish I didn't have to go to the dentist.	0		
I don't think that a vacation is a good idea.	0		
She likes to take a methodical approach to her work.	1	She tends to take a methodical approach to her work.	She enjoys taking a methodical approach to her work.
In this study, we sought to determine the extent to which people use traditional media.	0	In this study, we sought to determine the extent to which people use traditional media.	In this study, we sought to determine the extent to which people use traditional media.
Ambitious people are more likely to be successful.	0		
I was so tired, I could barely keep my head up.	0		
After the game, the coach was so angry that he refused to talk to the reporters.	0		
The patient is doing well.	0	The patient is doing well.	The patient is doing well.
The answer to the question is 42.	0		
The conference will provide an overview of the latest research on the world's oceans.	1	The conference will provide an overview of the latest research on some aspect of the world's oceans.	The conference will provide an overview of the latest research on the world's oceans, spanning the entire literature.
It is important to be on time for your interview.	0		
I was not informed about this change.	0	I was not informed about this change.	I was not informed about this change.
He was happy.	0		
The patient will experience a full recovery.	0		
The new procedures will require all employees to submit a request for a promotion in writing.	0		
This can lead to many problems.	0	This can lead to many problems.	This can lead to many problems.
She ducked.	0	She ducked.	She ducked.
If you watch a pot, it will never boil.	0	If you watch a pot, it will never boil.	If you watch a pot, it will never boil.
Every wall in the kitchen was scribbled on by a different person.	0	Every wall in the kitchen was scribbled on by a different person.	Every wall in the kitchen was scribbled on by a different person.
He will be able to play the piano again.	0		
They had to walk to the other side of the block.	0		
The library's mission is to provide access to books.	0		
The average worker is paid more than the minimum wage.	0		
I wanted you to tell me what you wanted.	0	I wanted you to tell me what you wanted.	I wanted you to tell me what you wanted.
The company has been losing money for the past three years.	1	The company has been making less and less money for the past three years.	The company has been making a loss for the past three years.
The novel is not very well written.	0		
The cat was not hit by a car.	0	The cat was not hit by a car.	The cat was not hit by a car.
I will not be able to respond to your email until I return.	0		
We should give some money to charity.	1	We should give some money to charity, even if we're already giving.	We should give some money to charity, even if we're already giving.
In 2012, the other 49 states had budget deficits.	0		
The First Amendment is not a barrier to any regulation of expressive conduct.	0		
The company's market share is already large.	0		
People who eat fish are less likely to develop Alzheimer's.	0	People who eat fish are less likely to develop Alzheimer's.	People who eat fish are less likely to develop Alzheimer's.
The woman with the axe brought the axe down, but the man with the mace lifted his shield.	0		
All the people can be fooled for some of the time.	0		
Sales are the only thing that is important.	0	Sales are the only thing that is important.	Sales are the only thing that is important.
The ancient city was abandoned by its inhabitants.	0		
The company was not a leading provider of online services in the 1990s.	0		
The athlete was covered in a layer of dirt.	0		
It is important to always be respectful to those in positions of authority.	0		
He was speaking another language.	0		
The media has a responsibility to provide accurate and unbiased information.	0		
The students may have to wear uniforms to school.	1	The students may or may not have to wear uniforms to school.	There is a non-zero chance that the students have to wear uniforms to school.
He was raised in a small town.	0		
A little under two thirds of the members of Congress are women.	0		
I'm going to take a break from work.	1	I'm going to take a break from doing work.	I'm going to take a break from my job.
I made a big mistake.	0		
Alice could lie.	0	Alice could lie.	Alice could lie.
A review of the literature is necessary.	0		
I have never been to the United States.	0		
Many people believe that the Earth is not flat.	0		
It is possible that the true nature of the universe has been correctly interpreted by scientists.	0	It is possible that the true nature of the universe has been correctly interpreted by scientists.	It is possible that the true nature of the universe has been correctly interpreted by scientists.
The company has been accused of fraud in the past.	0		
He was looking for his wallet.	0		
She is not a good person.	0	She is not a good person.	She is not a good person.
I don't want to make a fuss, but I don't like this.	0		
The company is not doing well.	0		
I have to clean the living room.	0		
You cannot be helped by anyone with this.	1	There is no one who can help you with this.	You cannot be helped by simply anyone with this; it has to be someone particular.
The woman was fined for jaywalking.	0		
She loved her children.	0	She loved her children.	She loved her children.
The existence of ghosts is not clear.	0		
We can only hope that the current unrest in the world will lead to positive change.	1	We can't know for sure, but we can hope that the current unrest in the world will lead to positive change.	The only thing we can hope for is that the current unrest in the world will lead to positive change.
John whispered to his wife that they needed to leave now.	0		
It was a very hot day, and the sun was shining brightly.	0		
Some of the passengers were evacuated from the plane.	1	Some of the passengers were evacuated from the plane, but others were not.	At least some of the passengers were evacuated from the plane.
It is prudent for the government to take steps to stimulate the economy.	0		
I hope there are more interesting seminars next quarter.	1	I hope there are more seminars next quarter that are interesting.	I hope there are seminars next quarter that are more interesting.
The little girl had never seen a snowflake before.	0		
The theory is flawed.	0	The theory is flawed.	The theory is flawed.
I wish I hadn't seen the new Superman movie.	0	I wish I hadn't seen the new Superman movie.	I wish I hadn't seen the new Superman movie.
The article discusses the pros and cons of the death penalty.	0	The article discusses the pros and cons of the death penalty.	The article discusses the pros and cons of the death penalty.
The author's style can make the text difficult to understand.	0		
The company is moving to a new office building because the current one is too old.	0	The company is moving to a new office building because the current one is too old.	The company is moving to a new office building because the current one is too old.
We were sitting at the game.	0		
Each state will have a single state agency responsible for administering the program.	0		
If the ground is wet, then it is raining.	0		
I'm not going to give up until I find a job.	0		
I will be in the office tomorrow.	0	I will be in the office tomorrow.	I will be in the office tomorrow.
A higher standard of living can lead to an increase in productivity.	0		
We're finding a new manager.	1	We're currently finding a new manager.	We're currently finding a new manager.
The firm will produce the good at the minimum point of the average total cost curve.	0		
Some of the students in the class got an A on the test.	1	Some of the students in the class got an A on the test, and others did not.	At least some of the students in the class got an A on the test.
The event will take place at 9 am.	0		
It is essential that every voice be heard.	1	It is essential that every opinion be considered.	It is essential that everyone be audible.
The kitchen was small and cramped, and there was barely enough room to cook.	0		
The situation is not serious.	0	The situation is not serious.	The situation is not serious.
The opposite of this would be to decrease the money supply and increase interest rates.	0		
The shareholders approved the sale of the company to the multinational conglomerate.	0		
He's not level-headed.	0	He's not level-headed.	He's not level-headed.
He did not think he could get away with it.	0		
We can make a difference by working together.	0	We can make a difference by working together.	We can make a difference by working together.
A possible reason for the high level of government spending is that the private sector is not providing enough jobs.	0		
It is better to keep one's mouth shut than to say something that will make one look like a fool.	0		
According to the teacher, the students need to be quiet in order to hear the guest speaker.	0	According to the teacher, the students need to be quiet in order to hear the guest speaker.	According to the teacher, the students need to be quiet in order to hear the guest speaker.
I'm going to do it anyway because I don't know why I'm doing it.	0		
We will see an increase in the number of asylum seekers.	0		
She will succeed.	0		
He was a great player who loved baseball.	0		
I can't believe that the same people who are now in favor of the war were against it.	0		
I will have vengeance upon those who have wronged me.	0		
In some ways, the Internet has made it harder for people to connect with each other.	0		
Global warming is a hoax.	0		
There is no scientific evidence that extraterrestrial life exists.	1	There is no scientific evidence to be found that extraterrestrial life exists.	There has been no scientific evidence collected that extraterrestrial life exists.
The now-dry riverbed was the site of the worst drought in the city's history.	0		
I didn't realize how hungry I was until I saw the food.	0		
He did it, and I can't believe it.	0	He did it, and I can't believe it.	He did it, and I can't believe it.
The \"welfare to work\" program is being shut down in six states, including California, Florida, and Michigan.	0	The \"welfare to work\" program is being shut down in six states, including California, Florida, and Michigan.	The \"welfare to work\" program is being shut down in six states, including California, Florida, and Michigan.
All funny people use humor to build connections.	0	All funny people use humor to build connections.	All funny people use humor to build connections.
We had to drive all night, and we had to drive in the rain.	0		
The conference is being attended by the President.	1	The conference is currently being attended by the President.	The conference will be attended by the President.
I don't think that's a good idea.	0		
Applicants must have a bachelor's degree.	0		
A 0.5 percent change in interest rates would have a large effect on consumer spending.	0		
I'm going to miss my train if I don't leave now.	0		
If we don't take action soon, it will be too late.	0	If we don't take action soon, it will be too late.	If we don't take action soon, it will be too late.
The teacher already knows if anyone can answer the question.	0		
Nancy Drew is not a role model for young girls.	1	Nancy Drew is not a good role model for young girls.	Nancy Drew is not perceived as a role model for young girls.
I'm not convinced that this product is a good value.	0		
I think he's employed at Google.	0	I think he's employed at Google.	I think he's employed at Google.
The situation in Syria has turned into a civil war.	0		
The closer we get to a solution, the more difficult the problem becomes.	0		
The primary cause of the decrease in the employment rate has been the decrease in demand for goods and services.	0	The primary cause of the decrease in the employment rate has been the decrease in demand for goods and services.	The primary cause of the decrease in the employment rate has been the decrease in demand for goods and services.
The restaurant was terrible because the noise was so loud.	0		
The location of a school does not matter for him.	0	The location of a school does not matter for him.	The location of a school does not matter for him.
A small dog was lying in the shade of a tree.	0		
The shareholders decided to sell the company because it was doing well.	0		
Charlie said that Bob studied Spanish.	0	Charlie said that Bob studied Spanish.	Charlie said that Bob studied Spanish.
There is no way to improve memory.	0		
There is a talk on AI.	0	There is a talk on AI.	There is a talk on AI.
He will be late.	0		
I didn't see a UFO.	0		
He is very skilled at the piano.	0		
The patient died.	0		
The sun will set at 8:03 pm	0		
People will talk about babies.	0	People will talk about babies.	People will talk about babies.
Jon will wash his car, and Mary will too.	1	Jon will wash his car, and Mary will wash hers.	Jon and Mary will both wash Jon's car.
She gave up her dream of becoming a doctor.	0	She gave up her dream of becoming a doctor.	She gave up her dream of becoming a doctor.
The more specific the question, the more specific the answer will be.	1	In general, the more specific the question, the more specific the answer will be.	In every case, a more specific question has a more specific answer.
I'm certain that I don't want to go.	0	I'm certain that I don't want to go.	I'm certain that I don't want to go.
The school district has to adopt a budget that does not exceed its revenue.	0	The school district has to adopt a budget that does not exceed its revenue.	The school district has to adopt a budget that does not exceed its revenue.
The team had performed well.	0	The team had performed well.	The team had performed well.
The novelists are paid a reasonable fee for their services.	0		
The leader must be able to make decisions.	1	The leader needs to be able to make decisions.	The leader is clearly able to make decisions.
There is no clear correlation between happiness and income.	0		
The conference center is where I will be waiting for you.	1	Inside the conference center is where I will be waiting for you.	By the conference center is where I will be waiting for you.
He would have passed the test if he had studied.	0	He would have passed the test if he had studied.	He would have passed the test if he had studied.
The campsite was located near the river.	0		
Ghosts are not real.	0		
The museum is a great place to learn about the history of the area.	0		
He was hurt anyway.	0	He was hurt anyway.	He was hurt anyway.
The government is not transparent.	0	The government is not transparent.	The government is not transparent.
Luxury car sales have not been affected by the recession.	0		
The conflict in the novel is between good and evil.	0		
The poet's work is not about his homeland.	1	The poet's work is not relevant to his homeland.	The poet's work is not explicitly about his homeland.
You're not allowed to be here.	0	You're not allowed to be here.	You're not allowed to be here.
People only want what they can't have.	0		
He never left.	0		
The situation was getting worse.	0		
The novel has not been banned in many schools.	1	There are many schools where the novel has not been banned.	It is not the case that the novel has been banned in many schools.
I created some new names.	0	I created some new names.	I created some new names.
The world is in danger of destruction.	0	The world is in danger of destruction.	The world is in danger of destruction.
It is easy to predict the future.	1	It is generally easy to predict the future.	It is always easy to predict the future.
The jury is still out on whether or not this new diet actually helps people gain weight.	0		
She minded the noise.	0	She minded the noise.	She minded the noise.
I have a meeting with my boss today at 3pm.	0		
It is getting more and more difficult to find a job that pays well and offers good benefits.	0		
It was a scary time when I saw the ghost.	0		
The little girl is not yet six years old.	0		
If you don't stop making that noise, you're going to have to leave.	0	If you don't stop making that noise, you're going to have to leave.	If you don't stop making that noise, you're going to have to leave.
I'm going to have to call a tow truck to get my car out of the garage.	0		
The explosion was very powerful.	0		
He's not sure he wants to keep the new car.	0		
All people think that video games are a waste of time.	0	All people think that video games are a waste of time.	All people think that video games are a waste of time.
She is looking for someone to teach her kids Russian.	0	She is looking for someone to teach her kids Russian.	She is looking for someone to teach her kids Russian.
I think that's false.	0		
They found the situation amusing.	0		
The cause of the company's financial problems is unknown.	1	The cause of the company's financial problems is unknown to everyone.	The cause of the company's financial problems is unknown to the board.
The novel has been described as a commentary on the greed of the human race.	0		
I take the train to work every day.	1	I take the train at some point in my commute to work every day.	I take the train to work every day, as my main mode of transportation.
I wrote a book.	0		
Roasting the beans is the first step.	0	Roasting the beans is the first step.	Roasting the beans is the first step.
She was determined to stick to her exercise routine.	0		
The teacher is speaking on a phone in the teacher's lounge.	0		
The average person uses about 50 gallons of water per week.	0		
At its simplest, a country is a piece of land with borders.	0		
I am failing in spite of the fact that I have enjoyed the class.	0		
This vase is beyond repair.	0		
The bad news is that the company is doing very well.	0		
A schoolteacher can have a profound influence on a child's life.	0		
The company must have a clear understanding of its customers.	0		
The study's results are important.	0		
I need to figure out what I want to do with my life.	0		
The missing treasure has not been found.	0		
The man was looking for his wallet.	0		
Many homes were without power.	0		
A person has a right to the basic necessities of life.	0	A person has a right to the basic necessities of life.	A person has a right to the basic necessities of life.
It is more comfortable to stay indoors on a cold winter day.	0		
Jana chooses who to marry based on height.	0	Jana chooses who to marry based on height.	Jana chooses who to marry based on height.
The man had binoculars.	0	The man had binoculars.	The man had binoculars.
She was the best candidate for the job.	0		
The meeting will be held in the conference room on the second floor.	0		
The government is not doing enough to help the economy, according to the majority of people.	0		
There are accusations of racial discrimination at the hands of Black coaches.	0	There are accusations of racial discrimination at the hands of Black coaches.	There are accusations of racial discrimination at the hands of Black coaches.
All single men are in want of a wife.	0		
I have never been to Europe.	1	I have never been to Europe before this trip.	I have never been to Europe, including now.
The stock market is not a place where you can make a lot of money quickly.	0	The stock market is not a place where you can make a lot of money quickly.	The stock market is not a place where you can make a lot of money quickly.
They are both trying to get the same contract.	0		
I'm looking for a lost black wallet.	0	I'm looking for a lost black wallet.	I'm looking for a lost black wallet.
She's leaving for her vacation.	1	She's currently leaving for her vacation.	She's going to leave for her vacation.
The company's decision to outsource its customer service operations has been met with success.	0		
I would have to go to the city council to find out what the library is doing.	0		
The situation has not developed.	0		
They live in a small house on the edge of the cliff.	0		
They decided to build a new factory in the countryside.	0		
I was able to do it, but I was too lazy.	1	I did it (as I was able to), but I was too lazy.	I was capable of doing it, but I was too lazy.
He hurt her feelings.	0	He hurt her feelings.	He hurt her feelings.
The data may show that the number of people who have contracted the virus is increasing.	0		
I'm not used to this.	0		
Arriving late is better than not arriving at all.	0		
The use of fluoride in the public water supply is safe and effective.	0		
The student asked the teacher to read the paragraph aloud.	0		
The study found that half of all Americans are in favor of gun control.	1	The study found that about half of all Americans are in favor of gun control.	The study found that exactly half of all Americans are in favor of gun control.
The earthquake was the worst in the city's history.	0		
The athlete completed the race in record time and was congratulated by the crowd.	0		
Peter believes someone is out to get him.	1	There is a particular person who Peter believes is out to get him.	Peter believes someone out there is out to get him.
The current unrest in the Middle East is not due to American foreign policy.	0		
We take a number of safety precautions.	0		
She looked at herself in the mirror and smiled.	0		
You're going to get fired if you don't shape up.	0	You're going to get fired if you don't shape up.	You're going to get fired if you don't shape up.
The article has many ideas that are new.	0		
The horizon was filled with a bright, white light.	0		
I do not like tennis.	0		
The protagonist is an orphan.	0		
More than one in four respondents had been victims of credit card fraud.	0		
The piece contains a lot of F naturals.	0	The piece contains a lot of F naturals.	The piece contains a lot of F naturals.
You can use a screen to do a lot of things well.	0		
From a young age, she was interested in helping people.	0		
In some cases, a plea bargain may be the best option for the prosecution.	0		
Art is a very important part of my life.	0		
The product is new.	0		
You can create a website after you register a domain name.	0		
We have to plan the party tomorrow.	1	We have to plan the party happening tomorrow.	Tomorrow, we have to plan the party.
The United States should be more willing to work with other countries to solve economic problems.	0		
We need to be careful not to make any mistakes.	0		
The sun was rising behind the mountains.	0		
The new drug was effective in treating the disease.	0		
In Table 3, we can see that the average reading score for 9th grade students was lower than the average reading score for 10th grade students.	0		
She had to finish her lunch in time to catch her train.	0		
We can't have a healthy environment without a healthy economy.	0		
The middle class is growing.	0		
The death penalty is not a form of cruel and unusual punishment.	0		
The restaurant is the best in town.	0		
Not everyone who can vote in this election is a United States citizen.	0		
The jury would have been able to convict the defendant if they had all the evidence they needed.	0		
They will also be asked to decide whether the verdict is valid.	0	They will also be asked to decide whether the verdict is valid.	They will also be asked to decide whether the verdict is valid.
In spite of all the evidence to the contrary, they still refuse to believe that global warming is not real.	0		
The surgery was very successful.	0		
The man in the story played piano slowly.	0	The man in the story played piano slowly.	The man in the story played piano slowly.
We should increase our investment in the company by 10%.	0	We should increase our investment in the company by 10%.	We should increase our investment in the company by 10%.
We were having a pool party on Saturday.	0		
He had been swallowed up by the darkness.	0		
I was not prepared for this.	0		
I promised to myself.	0	I promised to myself.	I promised to myself.
Timmy was excited for the snow.	0		
The department is taking the matter very seriously.	0		
The administration made its decision based on the study, which provided a range of potential outcomes.	0		
We need to be careful about how we spend our time.	0		
The company's financial situation is not very good.	0		
He's a nice guy.	0		
I wonder what will happen if I make different choices.	0		
You should stop eating out.	0		
The mountain is located west of the state of Colorado.	0		
The best way to improve your memory is to take some time each day to focus and concentrate on what you want to remember.	0		
The future will be better than the present.	0	The future will be better than the present.	The future will be better than the present.
I have a fear of heights.	0		
John and Jim are a couple.	0	John and Jim are a couple.	John and Jim are a couple.
You could reach up and touch the stars.	0		
The company has been accused of lying about its sales figures.	0		
The man was so angry that he threw the vase across the room.	0		
The defendant was not involved in the robbery.	0		
I can't let you do that to yourself.	0		
We arrived on time for our flight.	1	We arrived in time for our flight.	We arrived punctually for our flight.
He was overjoyed.	0		
Being loved is the only thing that ever mattered to me.	0		
We need to find alternative sources of energy to save the planet.	0		
A company representative declined to comment.	0		
The problem with this theory is that it does not take into account the role of the experimenter.	0		
It was a time of prosperity, it was a time of poverty.	0		
Cats are finicky eaters.	0		
The main factors in human development are genetics and environment.	0		
Some of the students in the class are intelligent.	1	Some of the students in the class are intelligent, but not all of them.	At least some of the students in the class are intelligent.
The disease can be prevented by vaccinating all children.	0		
The high price of oil is causing economic problems for many countries.	0		
That's relevant.	0		
The store is having a sale on summer clothing.	0	The store is having a sale on summer clothing.	The store is having a sale on summer clothing.
The sun is setting.	1	The sun is on its way to setting.	It's now sunset.
The policy has not been successful in reducing the number of accidents.	0	The policy has not been successful in reducing the number of accidents.	The policy has not been successful in reducing the number of accidents.
The data is not good enough to make a strong conclusion.	0		
He could have chosen to live a life of luxury, but he chose to live a simple life instead.	0		
The key to a good relationship is trust.	0		
The students are responsible for learning.	0		
The decision to move to a new city was the most difficult that I ever had to make.	0		
I will not vote against the candidate.	0	I will not vote against the candidate.	I will not vote against the candidate.
I know many happy people, but they are the happiest.	0		
The election of the new president will usher in a new era of optimism and hope.	0		
A change in leadership is necessary for a company to be successful.	0		
The athlete's objective is to perform to the best of his or her ability.	0		
The boat was in danger of capsizing.	0	The boat was in danger of capsizing.	The boat was in danger of capsizing.
The review is being conducted by an external organization.	1	The review is being conducted at this time by an external organization.	The review is being conducted, now or in the future, by an external organization.
He told me yesterday.	0	He told me yesterday.	He told me yesterday.
The poet had never left his hometown.	0		
They plan to have their wedding scheduled for next year.	0	They plan to have their wedding scheduled for next year.	They plan to have their wedding scheduled for next year.
Someone has your back.	0	Someone has your back.	Someone has your back.
I need to buy food.	0		
The restaurant is located in the downtown area.	0		
The damage was not known until the early hours of the morning.	1	The fact that there was damage was not known until the early hours of the morning.	The full extent of the damage was not known until the early hours of the morning.
More research is needed on the topic of effective strategies for managing difficult conversations.	0		
The author of the book is a fraud.	0		
I have to leave now if I want to catch my train.	0		
They are a very reliable source of information.	0	They are a very reliable source of information.	They are a very reliable source of information.
I can't find my keys.	1	I have not found my keys.	I am physically unable to find my keys.
The United States is not a leader in the world.	0		
He is not interested in money.	0		
The teacher is speaking to the class about ancient Rome.	0		
The function of the police department is to enforce the law.	0		
The novel has been criticized for its inaccurate portrayal of life in the Soviet Union.	0		
