sentence,change_type,is_ambiguous,premise1,premise2
Cell in got lunch ready for her daughter wearing a summer dress.,subj_random_rhyme,0,,
Eden got lunch ready for her daughter wearing a summer dress.,subj_random_rhyme,1,,
Helen got lunch ready for her mother wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her sister wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her child wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her nephew wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her cousin wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her grandma wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her kid wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her girl wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her friend wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her friend wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her daughter-in-law wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her mum wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her baby wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her grandmother wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her aunt wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her godchild wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her bestfriend wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her cat wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her goddaughter wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her partner wearing a summer dress.,obj_synonym,1,,
Helen got lunch ready for her chat wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her party wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her graduation wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her wedding wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her talk wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her walk wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her secret wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her mirror wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her music wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her time wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her rainbow wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her telescope wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her cloud wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her treasure wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her money wearing a summer dress.,obj_random,1,,
Helen got lunch ready for her water wearing a summer dress.,obj_random_rhyme,1,,
Helen got lunch ready for her softer wearing a summer dress.,obj_random_rhyme,1,,
Helen got lunch ready for her shorter wearing a summer dress.,obj_random_rhyme,1,,
Helen got lunch ready for her offer wearing a summer dress.,obj_random_rhyme,1,,
Helen got lunch ready for her quarter wearing a summer dress.,obj_random_rhyme,1,,
The woman got lunch ready for her mother wearing a winter shirt.,all_synonym,1,,
The teacher got lunch ready for her sister wearing a fall jacket.,all_synonym,1,,
The surfer got lunch ready for her child wearing a spring shirt.,all_synonym,1,,
Grace got lunch ready for her nephew wearing a winter coat.,all_synonym,1,,
Ella got lunch ready for her cousin wearing a summer shirt.,all_synonym,1,,
Ava got lunch ready for her grandma wearing a summer coat.,all_synonym,1,,
Nora got lunch ready for her kid wearing a winter outfit.,all_synonym,1,,
Zoe got lunch ready for her girl wearing a summer jacket.,all_synonym,1,,
Luna got lunch ready for her friend wearing a summer outfit.,all_synonym,1,,
Avery got lunch ready for her friend wearing a spring outfit.,all_synonym,1,,
The queen got lunch ready for her daughter-in-law wearing a summer shirt.,all_synonym,1,,
Scarlett got lunch ready for her mum wearing a summer dress.,all_synonym,1,,
Violet got lunch ready for her baby wearing a summer dress.,all_synonym,1,,
Evelyn got lunch ready for her grandmother wearing a summer dress.,all_synonym,1,,
Alice got lunch ready for her aunt wearing a summer dress.,all_synonym,1,,
The nurse got lunch ready for her godchild wearing a summer robe.,all_synonym,1,,
Mia got lunch ready for her bestfriend wearing a summer dress.,all_synonym,1,,
Harper got lunch ready for her cat wearing a winter skirt.,all_synonym,1,,
Sofia got lunch ready for her goddaughter wearing a spring jacket.,all_synonym,1,,
The scientist got lunch ready for her partner wearing a fall outfit.,all_synonym,1,,
Popsicle got lunch ready for her chat wearing a summer dress.,all_random,0,,
Telescope got lunch ready for her party wearing a summer dress.,all_random,0,,
Thunderstorm got lunch ready for her graduation wearing a summer dress.,all_random,0,,
Whisper got lunch ready for her wedding wearing a summer dress.,all_random,0,,
Banana made lunch for her talk wearing a summer dress.,all_random,0,,
Firecracker got lunch ready for her walk wearing a summer dress.,all_random,0,,
Barplot got lunch ready for her secret wearing a summer dress.,all_random,0,,
Tornado got lunch ready for her mirror wearing a summer dress.,all_random,0,,
Pizza prepared lunch for her music wearing a summer dress.,all_random,0,,
Pancake got lunch ready for her time wearing a summer dress.,all_random,0,,
Random got lunch ready for her rainbow wearing a summer dress.,all_random,0,,
Laptop got lunch ready for her telescope wearing a summer dress.,all_random,0,,
Delete got lunch ready for her cloud wearing a summer dress.,all_random,0,,
Window got lunch ready for her treasure wearing a summer dress.,all_random,0,,
Quantum got lunch ready for her money wearing a summer dress.,all_random,0,,
Eden got lunch ready for her water wearing a summer mess.,all_random_rhyme,0,,
Helen got lunch ready for her softer wearing a summer address.,all_random_rhyme,0,,
Mellon got lunch ready for her shorter wearing a summer press.,all_random_rhyme,0,,
Yellen got lunch ready for her offer wearing a summer dress.,all_random_rhyme,0,,
Helen got lunch ready for her quarter wearing a summer press.,all_random_rhyme,0,,
